ClienteID,FechaPago,MontoPagado
56,2023-08-27,2955
56,2023-10-14,2019
56,2023-10-27,1367
56,2024-04-28,3852
56,2024-06-07,1847
56,2024-09-09,1327
56,2025-01-29,3622
56,2025-05-07,2432
56,2025-07-24,3594
57,2023-12-22,2439
57,2024-07-11,3544
57,2025-03-30,1170
58,2023-12-02,725
58,2024-03-12,221
58,2024-05-07,327
58,2024-08-28,1159
58,2024-10-05,2467
58,2024-12-09,3232
58,2025-05-21,2509
58,2025-06-15,1954
58,2025-06-15,1877
59,2023-10-04,1959
59,2024-08-21,3620
59,2025-06-12,493
60,2023-09-12,3527
61,2024-04-22,1133
61,2024-05-15,3224
62,2023-12-25,3979
63,2024-01-21,3016
63,2024-12-25,3682
63,2025-04-21,1343
64,2023-11-27,2941
64,2023-12-16,2891
64,2024-01-16,3748
64,2024-02-07,531
64,2024-08-01,3801
64,2024-12-09,2533
64,2025-02-06,2567
64,2025-08-20,3971
65,2023-09-27,1368
65,2023-11-11,1763
65,2024-03-13,2538
65,2024-04-07,2097
65,2025-02-08,1005
65,2025-06-12,3076
65,2025-07-18,2187
66,2023-12-19,2329
66,2025-07-20,2781
67,2023-09-14,2999
67,2023-11-06,1285
67,2024-01-25,853
67,2024-02-27,2272
67,2024-05-31,2228
67,2025-02-28,2298
67,2025-08-02,421
68,2023-12-26,871
68,2024-10-04,1631
69,2023-09-11,3782
69,2024-03-09,1978
69,2024-04-08,905
70,2024-01-11,3101
70,2024-02-02,926
70,2024-08-12,1737
70,2024-10-24,2089
70,2024-10-29,2073
71,2024-06-01,2355
71,2024-08-18,3800
71,2024-11-28,2974
71,2025-01-05,2943
71,2025-03-10,275
71,2025-04-08,313
71,2025-07-03,1894
71,2025-07-13,2167
71,2025-07-13,3331
71,2025-07-28,1263
72,2024-07-02,1749
73,2023-08-29,1069
73,2023-11-25,432
73,2024-03-17,311
73,2024-11-20,997
73,2025-02-10,3640
73,2025-02-14,3013
73,2025-03-18,3122
74,2024-05-08,1537
74,2024-05-25,989
74,2024-10-08,1852
74,2024-10-30,3227
74,2025-05-20,3738
74,2025-07-12,1946
75,2024-01-11,1394
75,2024-06-29,1353
75,2025-07-15,3912
76,2023-10-07,2771
76,2024-04-01,2868
76,2024-04-20,1227
76,2024-05-16,1293
76,2024-09-19,1501
76,2024-11-13,3287
76,2025-04-20,3994
76,2025-05-15,1548
76,2025-08-19,3942
77,2023-11-30,1582
77,2023-12-21,992
77,2024-01-03,3854
77,2024-02-09,2962
77,2024-04-10,3094
77,2025-04-04,3933
77,2025-07-01,2184
78,2024-02-10,3831
78,2024-05-18,2003
78,2025-02-27,3428
78,2025-06-19,3955
79,2024-10-05,2884
80,2023-12-08,3043
80,2024-10-25,3511
80,2024-11-17,2386
80,2025-03-07,1621
81,2024-03-21,1480
81,2024-04-29,1166
81,2024-07-20,1114
81,2024-09-05,1810
81,2024-10-23,2607
81,2024-11-02,2301
81,2025-01-07,2049
81,2025-05-06,2718
82,2023-08-27,784
82,2023-09-29,3911
82,2023-10-20,775
82,2025-04-26,2163
82,2025-08-20,586
83,2023-09-03,3685
83,2023-11-24,1011
83,2023-11-26,2137
83,2024-01-25,2241
83,2024-09-04,3321
83,2024-12-19,2652
83,2024-12-27,2706
83,2025-01-21,2550
83,2025-06-19,531
84,2024-03-27,2362
84,2024-04-23,966
84,2024-07-22,2878
84,2024-09-28,1852
84,2024-10-24,507
84,2025-01-12,244
84,2025-07-23,615
85,2023-10-13,2516
85,2024-03-30,3256
85,2025-06-14,895
86,2023-12-01,378
86,2024-01-11,1256
86,2024-02-25,3188
86,2024-06-07,3671
86,2024-12-14,832
86,2025-06-03,1455
87,2023-09-12,234
87,2023-10-20,295
87,2023-12-19,2721
87,2024-01-14,1345
87,2024-03-06,1696
87,2024-12-30,2804
87,2025-03-19,3961
87,2025-08-14,1989
88,2024-05-12,3623
89,2023-11-25,1214
89,2024-04-18,2270
89,2024-06-25,3162
90,2023-12-08,1170
90,2024-01-03,1138
90,2024-01-20,1269
90,2024-03-28,3137
90,2024-04-22,2203
90,2024-10-20,2964
90,2024-10-24,3063
90,2025-02-10,478
90,2025-04-30,3778
90,2025-07-07,2240
91,2024-11-27,700
91,2025-01-02,1772
91,2025-08-16,595
92,2023-09-06,1343
92,2023-11-23,430
92,2023-11-27,3125
92,2024-01-12,3376
92,2024-03-01,1592
92,2024-03-29,2486
92,2024-06-21,2827
92,2024-09-08,2104
92,2024-12-06,2774
92,2025-07-18,3472
93,2023-11-05,213
93,2023-12-03,3887
93,2023-12-08,1939
93,2024-01-23,2669
93,2024-03-03,319
93,2024-04-11,650
93,2024-09-22,2799
94,2023-12-19,1207
94,2025-07-25,2131
95,2023-12-05,1034
95,2024-12-26,3907
96,2023-08-28,2955
96,2024-07-29,794
97,2024-05-20,2345
97,2025-07-14,3978
97,2025-07-19,616
98,2024-04-05,3762
98,2024-04-23,1717
98,2024-09-11,548
98,2025-03-15,3880
98,2025-05-06,3187
99,2024-06-12,893
99,2024-07-21,542
99,2024-12-26,453
100,2023-11-01,338
100,2024-06-20,289
100,2024-10-03,1537
101,2023-12-01,1807
101,2024-03-29,2748
101,2024-05-29,715
101,2024-07-31,3743
101,2024-11-28,500
101,2024-12-04,3256
101,2025-07-18,731
102,2024-08-25,726
102,2024-11-21,2436
102,2025-07-07,402
103,2023-09-07,2633
103,2024-02-25,1902
103,2024-05-10,3888
103,2025-01-31,520
104,2024-01-17,2961
104,2024-08-04,2633
104,2024-09-24,2391
104,2024-09-26,619
104,2024-12-06,2202
104,2025-03-09,2728
104,2025-03-17,3730
104,2025-05-13,3078
104,2025-07-29,3984
105,2024-01-16,2353
105,2024-02-15,473
105,2024-05-04,1856
105,2024-06-29,2516
105,2024-09-27,1368
105,2025-05-06,2691
106,2024-01-19,634
106,2024-02-23,1428
106,2024-06-21,1783
106,2024-08-05,531
106,2024-08-25,611
106,2025-03-23,2222
106,2025-06-02,2163
106,2025-08-18,433
107,2024-04-01,894
107,2024-04-07,292
107,2024-09-03,2136
107,2024-12-13,438
108,2023-09-25,1135
108,2024-05-14,289
108,2024-10-25,1840
108,2025-01-01,3202
108,2025-07-15,1173
109,2024-07-02,2064
109,2025-04-25,3727
110,2024-04-30,1692
110,2024-08-03,575
110,2024-09-24,2997
110,2025-01-10,3039
110,2025-06-04,2627
110,2025-07-06,911
111,2024-05-21,1822
111,2025-01-22,3987
111,2025-07-18,2926
112,2023-11-08,213
112,2024-03-29,3992
113,2023-09-21,1597
113,2024-02-20,266
113,2024-03-28,3253
113,2024-08-10,648
113,2024-08-20,844
113,2024-12-17,3649
113,2025-01-27,3390
113,2025-03-08,398
113,2025-07-24,1491
114,2023-10-26,3810
114,2023-11-08,2596
114,2023-11-27,2301
114,2024-12-03,746
114,2025-04-23,849
115,2025-05-25,254
116,2023-10-15,737
116,2024-01-17,462
116,2024-02-29,3320
116,2024-05-29,3955
116,2024-07-19,2733
116,2024-10-12,2241
116,2024-10-30,283
116,2024-12-13,3224
116,2025-01-07,945
116,2025-08-01,818
117,2025-07-29,2976
118,2024-12-16,1426
118,2025-02-16,463
118,2025-04-05,3571
118,2025-04-20,313
118,2025-05-15,2738
118,2025-05-22,2941
119,2024-03-27,1921
119,2024-11-24,2096
119,2025-02-28,3663
119,2025-05-08,1200
120,2023-12-31,1594
120,2024-04-01,632
120,2024-06-28,1061
120,2024-07-16,1539
120,2024-08-20,1310
120,2024-12-06,1316
120,2025-02-11,1578
121,2023-10-04,2675
121,2023-12-28,3269
121,2024-03-30,2731
121,2024-07-29,2535
121,2024-09-26,552
121,2025-03-10,3792
121,2025-04-16,244
122,2023-09-13,3296
122,2023-09-24,3909
122,2023-10-25,3683
122,2024-02-24,3644
122,2024-04-08,1880
122,2024-09-14,2736
123,2023-09-19,2252
123,2023-09-28,3677
123,2023-11-02,1559
123,2023-12-23,2604
123,2024-10-01,798
123,2025-01-10,3587
123,2025-02-01,1459
124,2023-09-01,2696
124,2023-09-01,3872
124,2024-03-22,1041
124,2024-11-27,2201
124,2025-01-03,2525
124,2025-02-05,504
124,2025-07-27,1738
125,2023-12-03,1215
125,2024-08-29,2341
125,2024-10-07,1100
125,2025-02-22,3786
125,2025-02-23,3723
125,2025-03-19,3247
125,2025-04-26,201
126,2023-11-29,3237
126,2024-06-29,1840
126,2024-08-12,1644
126,2024-10-12,2279
126,2025-01-29,730
126,2025-07-28,1736
127,2024-03-06,2116
127,2024-08-10,351
127,2024-09-24,3639
127,2024-10-10,2370
127,2025-01-04,1734
127,2025-05-20,2627
127,2025-06-22,2176
127,2025-08-06,2141
127,2025-08-17,3770
128,2023-11-19,2256
128,2024-07-06,3887
129,2024-02-10,3843
129,2025-01-06,428
129,2025-05-11,2324
130,2023-09-24,2544
131,2023-12-30,2030
131,2024-03-14,1534
131,2024-05-31,3289
131,2024-06-22,3098
131,2024-08-06,874
131,2025-06-06,2899
132,2024-01-14,1254
132,2024-03-10,3449
132,2024-03-21,3506
132,2024-03-22,2755
132,2024-03-27,3618
132,2024-04-23,3650
132,2025-01-23,2102
133,2023-10-19,3324
133,2024-04-15,585
133,2024-10-24,1551
133,2025-02-10,1958
133,2025-02-19,1364
133,2025-03-05,1268
133,2025-05-09,3066
133,2025-07-20,538
134,2023-11-04,2437
134,2024-02-19,3230
134,2024-03-22,736
134,2025-05-24,1760
135,2023-10-18,1575
135,2023-11-30,1658
135,2024-10-05,740
135,2025-01-25,1238
135,2025-07-12,3734
136,2024-01-02,2612
136,2024-02-18,1959
136,2025-01-21,1971
136,2025-05-04,2247
137,2023-11-10,2328
137,2024-03-10,738
137,2024-10-25,1201
137,2025-03-01,750
137,2025-07-04,1791
138,2023-09-24,1720
138,2025-03-03,2231
139,2023-10-05,1291
139,2024-01-09,307
139,2024-06-02,1734
139,2024-07-29,3118
139,2025-01-25,2058
139,2025-05-26,3473
140,2023-12-08,3954
140,2023-12-21,1412
140,2024-11-09,966
140,2025-08-08,3894
141,2024-12-30,3453
141,2025-05-22,1214
141,2025-06-10,1630
141,2025-08-25,3016
142,2024-01-26,3159
142,2024-03-22,208
142,2024-03-27,335
142,2024-05-27,3691
142,2025-03-13,2238
142,2025-06-12,916
142,2025-08-14,3825
143,2024-02-09,226
143,2024-04-29,3692
143,2025-01-24,3803
143,2025-02-26,1015
143,2025-07-22,2033
144,2023-08-28,1751
144,2023-10-31,1611
144,2024-06-19,1987
144,2024-08-17,2552
144,2024-08-18,2129
144,2024-09-04,3338
144,2025-02-20,1226
144,2025-05-31,2500
145,2024-08-01,3306
145,2025-08-05,677
146,2023-10-20,2831
146,2023-10-24,2320
146,2023-11-26,3498
146,2024-06-04,289
146,2024-06-24,2148
146,2024-10-14,1137
146,2024-11-05,1796
146,2025-06-02,2380
147,2024-02-15,1095
147,2024-03-26,1961
147,2024-07-21,1737
147,2024-09-16,1042
147,2024-12-30,2355
147,2025-03-24,3879
147,2025-08-25,3806
148,2023-12-07,1571
148,2024-01-27,1866
148,2024-07-27,1474
148,2024-10-04,3049
148,2025-05-15,2475
149,2023-10-12,1544
149,2024-07-05,1583
150,2023-11-22,3651
150,2023-12-16,462
150,2024-04-06,2623
150,2024-07-14,2373
150,2024-07-16,837
150,2025-01-10,1413
150,2025-04-07,2196
150,2025-08-11,2523
150,2025-08-25,1179
151,2024-01-01,1293
151,2024-08-28,2037
151,2024-11-19,3319
151,2025-05-22,445
151,2025-06-16,2713
152,2023-11-22,2569
152,2023-12-28,217
152,2024-08-09,2048
152,2024-12-12,3142
152,2025-01-30,1004
152,2025-03-20,2045
153,2023-09-08,2602
153,2024-02-08,2040
153,2024-04-01,1617
153,2024-05-07,540
153,2024-09-28,3981
153,2024-11-26,3166
153,2025-01-13,1206
153,2025-06-22,2525
154,2024-05-12,2419
154,2024-07-18,434
154,2024-08-22,1520
154,2024-09-27,1552
154,2024-10-07,3642
154,2024-10-21,1232
154,2024-12-19,2626
154,2025-03-05,755
154,2025-08-05,1155
155,2024-01-26,224
155,2024-07-15,969
155,2025-01-20,3212
156,2024-04-01,799
156,2024-07-07,1922
156,2024-08-24,3230
156,2024-10-07,1780
156,2025-08-12,3632
157,2024-05-26,3112
157,2024-05-31,1915
157,2024-11-17,2394
157,2024-12-07,2412
157,2025-05-25,370
157,2025-08-10,1920
157,2025-08-21,1128
158,2023-09-15,504
158,2024-10-02,2544
158,2024-11-19,1034
158,2025-02-06,3566
158,2025-08-11,2176
159,2023-09-10,3042
159,2023-12-31,2188
159,2024-04-24,1468
159,2024-09-21,3759
159,2025-03-31,457
159,2025-05-31,1360
159,2025-06-01,2886
160,2024-01-23,1667
160,2024-02-05,3974
160,2024-02-16,1921
160,2024-03-14,3618
160,2024-05-27,1311
160,2024-09-09,593
160,2024-11-01,299
160,2025-03-14,2821
160,2025-05-31,908
160,2025-06-22,3437
161,2023-11-29,1104
161,2024-01-25,1951
161,2024-04-29,2030
162,2023-11-10,3314
162,2024-03-16,537
162,2024-08-02,1727
162,2024-09-17,1480
162,2025-04-01,3958
163,2024-01-15,684
163,2024-11-16,1588
163,2024-11-20,3928
163,2024-12-10,2709
163,2025-02-07,452
163,2025-02-15,2355
163,2025-05-12,2670
164,2023-10-14,1528
164,2023-11-02,302
164,2024-01-15,1155
164,2024-03-11,2861
164,2024-04-04,2994
164,2024-05-16,1646
164,2024-09-04,2669
164,2024-09-09,3349
164,2024-12-31,218
164,2025-05-16,1387
165,2023-10-16,3914
165,2023-11-24,1316
165,2024-03-17,607
165,2024-05-06,3427
165,2024-06-22,1854
165,2025-02-28,1261
165,2025-03-12,962
165,2025-03-17,1508
165,2025-05-18,2752
165,2025-08-21,1171
166,2024-03-13,1756
166,2024-05-19,1304
166,2024-08-16,1459
166,2024-09-24,1349
166,2024-11-11,2474
166,2025-04-13,1889
166,2025-05-23,3781
166,2025-06-18,2097
167,2024-02-23,793
167,2024-04-22,2666
167,2024-11-04,1043
167,2024-11-17,3453
168,2024-08-03,1027
168,2024-12-03,2282
168,2025-01-16,1140
168,2025-03-25,3869
168,2025-05-07,1705
168,2025-05-07,2074
168,2025-07-15,3483
169,2024-03-03,1383
169,2024-06-18,2931
169,2024-09-25,3685
169,2024-10-17,973
169,2024-12-15,3777
169,2025-04-21,1171
170,2023-11-06,3683
170,2024-08-22,1263
170,2024-12-07,3546
170,2025-08-07,2739
171,2023-10-25,2995
171,2024-06-12,3734
171,2024-09-01,1928
171,2024-09-15,2190
171,2025-03-28,3962
171,2025-05-02,352
172,2024-02-14,3729
173,2023-12-26,2900
173,2024-05-06,1264
173,2024-08-04,667
173,2025-01-30,1415
173,2025-03-01,971
173,2025-04-10,3384
174,2023-12-22,3126
174,2023-12-31,437
174,2024-09-26,754
174,2024-10-25,430
174,2024-12-28,3260
175,2023-09-01,3562
175,2024-01-28,2048
175,2025-04-18,2550
175,2025-05-11,1990
176,2024-04-28,1426
176,2024-05-28,1944
176,2025-06-30,2198
177,2023-11-20,617
177,2024-03-27,3765
177,2024-11-12,777
177,2025-01-30,1792
177,2025-06-03,1864
178,2023-10-07,2669
178,2024-01-12,2898
178,2024-01-27,3096
178,2024-12-31,475
178,2025-04-25,766
178,2025-05-02,562
178,2025-06-15,2900
179,2023-10-17,1750
179,2024-04-24,332
179,2024-09-22,1113
179,2024-12-10,1081
180,2023-10-11,2790
180,2024-04-28,2402
180,2024-05-17,1002
180,2024-09-27,412
180,2025-01-13,1577
180,2025-04-05,2062
180,2025-06-30,763
181,2023-10-24,2967
181,2023-11-14,3954
181,2024-04-05,2088
181,2024-07-02,1487
181,2025-04-20,3359
181,2025-06-17,1487
182,2023-09-26,2580
182,2023-10-12,3724
182,2024-01-21,2943
182,2024-07-21,2083
182,2024-09-19,3022
182,2024-10-13,1263
182,2025-08-14,1101
183,2024-01-19,423
184,2024-02-26,2008
184,2025-02-04,314
185,2024-01-10,877
185,2024-05-20,2235
185,2024-09-11,3884
185,2024-10-15,2525
185,2024-11-30,1223
185,2025-01-25,3310
185,2025-02-14,2122
185,2025-03-02,3183
185,2025-06-03,730
186,2023-10-16,1935
186,2023-10-21,1940
186,2024-03-17,356
186,2024-10-25,1697
186,2024-11-29,2462
186,2025-04-25,3970
186,2025-05-10,2504
186,2025-06-26,1990
186,2025-07-20,363
187,2024-07-16,778
187,2024-07-21,3608
187,2025-01-14,3564
187,2025-07-31,3223
188,2023-10-09,3395
189,2023-11-26,539
189,2024-03-15,218
189,2024-03-19,3544
189,2024-07-13,1044
189,2024-08-12,507
189,2024-08-21,1769
189,2025-01-28,3203
189,2025-05-26,342
189,2025-07-24,1860
190,2024-03-09,1690
190,2024-06-30,2273
190,2024-08-26,1778
190,2024-09-30,894
190,2025-06-07,3005
191,2023-12-08,3320
191,2024-12-06,772
191,2025-02-10,1901
192,2023-09-11,452
192,2024-04-01,1673
192,2024-07-21,2802
192,2024-09-19,810
192,2024-10-06,2817
192,2025-03-20,3421
192,2025-05-14,3000
192,2025-05-25,1671
192,2025-05-26,263
193,2023-09-17,489
193,2023-12-10,1342
193,2023-12-22,1950
193,2023-12-27,895
193,2025-02-27,1286
193,2025-03-11,3669
193,2025-05-17,2514
193,2025-07-22,1971
194,2023-09-03,3168
194,2023-11-27,3592
194,2024-05-25,3551
194,2025-08-02,2013
195,2023-12-01,3137
195,2024-02-10,1555
195,2024-05-31,1132
195,2025-05-15,2057
195,2025-05-26,1117
196,2023-12-10,3149
196,2024-01-01,353
196,2024-02-21,3670
196,2024-12-06,2472
196,2025-02-01,1455
196,2025-06-11,1335
196,2025-06-26,622
197,2024-01-20,3181
197,2024-05-20,2179
197,2024-06-26,378
197,2024-08-28,1889
197,2024-09-11,382
197,2024-12-03,330
197,2025-05-12,614
197,2025-06-11,1939
198,2023-09-10,1787
198,2023-09-14,1892
198,2023-09-16,2787
198,2023-11-08,3894
198,2023-11-12,1879
198,2024-06-08,2142
198,2025-05-03,3784
198,2025-06-05,3078
198,2025-08-02,3780
199,2023-10-18,2899
199,2024-02-20,1920
199,2024-09-23,1421
199,2024-12-28,2371
199,2025-02-25,1200
199,2025-03-30,1799
199,2025-04-06,1151
199,2025-05-29,3545
199,2025-08-02,2768
200,2023-11-02,1459
200,2024-01-27,1907
200,2024-04-25,1929
200,2024-05-19,622
200,2024-08-29,2488
200,2024-11-20,1309
200,2024-12-10,2676
200,2025-02-07,2251
200,2025-02-24,962
200,2025-07-04,2433
201,2023-10-11,2613
201,2023-10-24,2206
201,2024-08-26,2031
201,2024-10-13,1997
201,2024-10-24,2274
201,2025-01-28,2825
201,2025-04-10,795
201,2025-06-16,697
201,2025-07-11,3275
201,2025-07-16,751
202,2023-11-16,1432
202,2024-04-10,277
202,2024-04-24,1739
202,2024-08-09,555
202,2025-06-18,1033
203,2024-04-06,3329
203,2024-07-09,1506
203,2025-04-03,2534
203,2025-06-09,3960
204,2024-10-25,3020
205,2025-02-07,408
205,2025-07-24,1307
206,2023-10-22,1529
206,2024-05-03,1358
206,2024-06-03,3601
206,2024-12-19,2176
206,2025-03-10,3361
207,2024-03-31,1357
207,2025-02-02,3788
208,2023-09-19,229
208,2023-12-20,3027
208,2024-02-21,3219
208,2024-06-30,2645
208,2024-07-26,1193
208,2024-11-21,680
208,2025-02-26,3764
208,2025-05-29,3603
208,2025-05-30,1021
208,2025-06-03,1242
209,2023-11-01,319
210,2025-04-19,563
211,2023-10-07,3732
211,2024-04-03,1842
211,2024-05-17,302
211,2024-10-09,1808
211,2025-02-21,844
211,2025-07-23,2748
211,2025-08-03,2674
212,2023-09-22,2930
212,2024-02-15,3613
212,2024-06-19,1030
212,2024-10-04,1106
212,2025-02-12,2302
213,2024-01-24,1958
213,2024-02-02,2725
213,2024-02-23,3968
213,2024-09-08,2820
213,2025-04-30,3409
213,2025-05-16,1239
214,2023-10-26,2686
214,2024-04-01,1329
214,2024-07-09,3788
214,2024-10-19,2360
214,2024-12-28,3900
214,2025-02-10,2771
214,2025-04-12,3979
214,2025-05-05,2590
214,2025-08-06,3896
215,2023-10-03,2710
215,2023-12-26,3724
215,2024-05-06,1718
215,2024-05-31,2938
215,2024-07-08,649
215,2025-01-23,1341
215,2025-01-31,3132
215,2025-02-11,364
215,2025-02-17,2622
215,2025-05-07,2044
216,2023-10-24,2293
216,2024-03-19,283
